shot,classifier,feature_set,true_label,predicted_label,count
1,mlp,raw_pca11,orchid_finger,flower_pinch,122
1,mlp,raw_pca11,orchid_finger,orchid_finger,326
1,mlp,raw_pca11,orchid_finger,orchid_palm,146
1,mlp,raw_pca11,orchid_finger,prayer_beads,62
1,mlp,raw_pca11,orchid_finger,three_finger_bent,115
1,mlp,raw_pca11,orchid_palm,deer_horn,95
1,mlp,raw_pca11,orchid_palm,flower_pinch,246
1,mlp,raw_pca11,orchid_palm,orchid_finger,139
1,mlp,raw_pca11,orchid_palm,orchid_palm,380
1,mlp,raw_pca11,orchid_palm,prayer_beads,125
1,mlp,raw_pca11,orchid_palm,three_finger_bent,115
1,mlp,raw_pca11,prayer_beads,deer_horn,84
1,mlp,raw_pca11,prayer_beads,flower_pinch,132
1,mlp,raw_pca11,prayer_beads,orchid_finger,109
1,mlp,raw_pca11,prayer_beads,orchid_palm,168
1,mlp,raw_pca11,prayer_beads,prayer_beads,339
1,mlp,raw_pca11,prayer_beads,three_finger_bent,93
1,mlp,raw_pca11,three_finger_bent,deer_horn,101
1,mlp,raw_pca11,three_finger_bent,flower_pinch,160
1,mlp,raw_pca11,three_finger_bent,orchid_finger,110
1,mlp,raw_pca11,three_finger_bent,orchid_palm,96
1,mlp,raw_pca11,three_finger_bent,prayer_beads,63
1,mlp,raw_pca11,three_finger_bent,three_finger_bent,370
1,mlp,raw_pca17,deer_horn,deer_horn,552
1,mlp,raw_pca17,deer_horn,flower_pinch,92
1,mlp,raw_pca17,deer_horn,orchid_finger,74
1,mlp,raw_pca17,deer_horn,orchid_palm,86
1,mlp,raw_pca17,deer_horn,prayer_beads,64
1,mlp,raw_pca17,deer_horn,three_finger_bent,82
1,mlp,raw_pca17,flower_pinch,deer_horn,145
1,mlp,raw_pca17,flower_pinch,flower_pinch,294
1,mlp,raw_pca17,flower_pinch,orchid_finger,89
1,mlp,raw_pca17,flower_pinch,orchid_palm,179
1,mlp,raw_pca17,flower_pinch,prayer_beads,103
1,mlp,raw_pca17,flower_pinch,three_finger_bent,140
1,mlp,raw_pca17,orchid_finger,deer_horn,206
1,mlp,raw_pca17,orchid_finger,flower_pinch,144
1,mlp,raw_pca17,orchid_finger,orchid_finger,264
1,mlp,raw_pca17,orchid_finger,orchid_palm,103
1,mlp,raw_pca17,orchid_finger,prayer_beads,95
1,mlp,raw_pca17,orchid_finger,three_finger_bent,113
1,mlp,raw_pca17,orchid_palm,deer_horn,171
1,mlp,raw_pca17,orchid_palm,flower_pinch,221
1,mlp,raw_pca17,orchid_palm,orchid_finger,125
1,mlp,raw_pca17,orchid_palm,orchid_palm,332
1,mlp,raw_pca17,orchid_palm,prayer_beads,111
1,mlp,raw_pca17,orchid_palm,three_finger_bent,140
1,mlp,raw_pca17,prayer_beads,deer_horn,111
1,mlp,raw_pca17,prayer_beads,flower_pinch,149
1,mlp,raw_pca17,prayer_beads,orchid_finger,77
1,mlp,raw_pca17,prayer_beads,orchid_palm,126
1,mlp,raw_pca17,prayer_beads,prayer_beads,373
1,mlp,raw_pca17,prayer_beads,three_finger_bent,89
1,mlp,raw_pca17,three_finger_bent,deer_horn,150
1,mlp,raw_pca17,three_finger_bent,flower_pinch,170
1,mlp,raw_pca17,three_finger_bent,orchid_finger,92
1,mlp,raw_pca17,three_finger_bent,orchid_palm,97
1,mlp,raw_pca17,three_finger_bent,prayer_beads,76
1,mlp,raw_pca17,three_finger_bent,three_finger_bent,315
1,rf,corrected,deer_horn,deer_horn,540
1,rf,corrected,deer_horn,flower_pinch,120
1,rf,corrected,deer_horn,orchid_finger,156
1,rf,corrected,deer_horn,orchid_palm,55
1,rf,corrected,deer_horn,prayer_beads,21
1,rf,corrected,deer_horn,three_finger_bent,58
1,rf,corrected,flower_pinch,deer_horn,154
