sequence_index,num_frames,mean_velocity_deg,max_velocity_deg,mean_acceleration_deg,max_acceleration_deg
162,49,20.888166744002685,73.39696552628992,32.27825164794922,93.90834045410156
163,40,26.55154501214486,144.85821616185302,45.38519287109375,226.4246368408203
164,29,18.12354647660293,106.14072992989917,25.501909255981445,78.00550079345703
165,35,17.031607306882247,84.95173084914298,25.613780975341797,82.6045913696289
166,38,21.655372149118136,133.50693538268771,31.92066764831543,167.4477996826172
167,52,39.45111998992435,139.40017700706153,57.542179107666016,205.11187744140625
168,48,18.151512630743007,89.30144945304087,29.26259422302246,107.8105239868164
169,43,22.733206178151356,71.82105473896168,33.47636032104492,91.59381866455078
170,32,11.427483372648501,45.1352212859948,16.327106475830078,46.51968002319336
171,37,16.83234793723578,43.58345499694006,25.719926834106445,81.24649047851562
172,43,23.736368472910637,84.63398190733103,36.252567291259766,146.05465698242188
173,34,18.091699414611224,70.17951315449262,29.32734489440918,99.68716430664062
174,26,35.69037513138877,158.86167516189292,56.32470703125,192.47921752929688
175,25,5.778627454721637,13.21733204330442,8.218615531921387,13.529129028320312
176,26,25.17411344682856,138.65274921231827,43.481014251708984,211.5169677734375
177,42,20.904089400341377,69.50294712608488,31.41951560974121,92.33361053466797
178,39,21.22552576474754,150.15227395341168,32.54502868652344,204.76797485351562
179,49,16.007390268337687,44.823651348643985,21.805471420288086,53.43746566772461
180,206,32.5062239608903,158.97923135216382,52.40189743041992,241.49273681640625
181,38,6.8956235072266585,19.478463003100064,10.580296516418457,18.349102020263672
182,25,12.362931990530448,44.383370544891875,19.95677947998047,45.06829833984375
183,34,15.588278619463026,59.76246286821188,23.080734252929688,101.42481231689453
184,67,14.459577104183731,122.94031639452847,23.721031188964844,191.85655212402344
185,34,14.653852791460977,59.26253733485274,21.49585723876953,70.02812194824219
186,107,21.696145509483454,252.67113285823953,34.854122161865234,257.608154296875
187,44,19.415485377934235,46.23009558126124,26.61260986328125,72.72235107421875
188,32,15.46546691381207,58.679782282613466,21.493610382080078,74.37908172607422
189,107,23.924940545592374,151.6363974165554,38.12192916870117,228.34690856933594
190,33,31.98611373955447,141.68106868657202,50.939476013183594,268.3650817871094
191,32,10.564483075305526,40.17860506671051,16.661550521850586,61.6391716003418
192,26,3.3909144805745712,5.683486206513625,5.335231781005859,9.027776718139648
