repeat,classifier,feature_set,accuracy,macro_f1,kappa
7,mlp,optimized_action,0.9166666666666666,0.9111111111111111,0.8983050847457628
8,mlp,optimized_action,0.8333333333333334,0.8317460317460318,0.7948717948717949
9,mlp,optimized_action,1.0,1.0,1.0
10,mlp,optimized_action,0.9166666666666666,0.9111111111111111,0.8983050847457628
11,mlp,optimized_action,0.9166666666666666,0.9333333333333332,0.8974358974358975
12,mlp,optimized_action,1.0,1.0,1.0
13,mlp,optimized_action,1.0,1.0,1.0
14,mlp,optimized_action,0.9166666666666666,0.942857142857143,0.896551724137931
15,mlp,optimized_action,0.8333333333333334,0.8444444444444444,0.7983193277310925
16,mlp,optimized_action,0.9166666666666666,0.9111111111111111,0.8983050847457628
17,mlp,optimized_action,0.8333333333333334,0.861111111111111,0.7966101694915254
18,mlp,optimized_action,0.8333333333333334,0.8333333333333334,0.8
19,mlp,optimized_action,0.8333333333333334,0.7222222222222222,0.7931034482758621
0,svm,optimized_full,0.8333333333333334,0.753968253968254,0.7913043478260869
1,svm,optimized_full,0.75,0.7166666666666667,0.7
2,svm,optimized_full,0.8333333333333334,0.8373015873015873,0.7913043478260869
3,svm,optimized_full,0.75,0.5873015873015873,0.6896551724137931
4,svm,optimized_full,0.5833333333333334,0.5611111111111111,0.495798319327731
5,svm,optimized_full,0.75,0.7444444444444445,0.7
6,svm,optimized_full,0.9166666666666666,0.9111111111111111,0.896551724137931
7,svm,optimized_full,0.75,0.5873015873015873,0.6896551724137931
8,svm,optimized_full,0.75,0.6666666666666666,0.6785714285714286
9,svm,optimized_full,0.9166666666666666,0.9206349206349206,0.8956521739130434
10,svm,optimized_full,0.75,0.6317460317460317,0.6896551724137931
11,svm,optimized_full,0.75,0.6428571428571428,0.6923076923076923
12,svm,optimized_full,0.6666666666666666,0.6055555555555555,0.5789473684210527
13,svm,optimized_full,0.9166666666666666,0.9428571428571427,0.896551724137931
14,svm,optimized_full,0.9166666666666666,0.9111111111111111,0.8983050847457628
15,svm,optimized_full,0.8333333333333334,0.7166666666666667,0.7913043478260869
16,svm,optimized_full,0.9166666666666666,0.7999999999999999,0.8956521739130435
17,svm,optimized_full,0.5,0.530952380952381,0.4
18,svm,optimized_full,0.8333333333333334,0.6984126984126985,0.7913043478260869
19,svm,optimized_full,0.9166666666666666,0.9333333333333332,0.8974358974358975
0,knn,optimized_full,0.75,0.7222222222222222,0.6923076923076923
1,knn,optimized_full,0.9166666666666666,0.9111111111111111,0.896551724137931
2,knn,optimized_full,0.8333333333333334,0.8777777777777778,0.7966101694915254
3,knn,optimized_full,0.5,0.4583333333333333,0.3846153846153846
4,knn,optimized_full,0.8333333333333334,0.7999999999999999,0.7983193277310925
5,knn,optimized_full,0.9166666666666666,0.8095238095238096,0.8947368421052632
6,knn,optimized_full,0.8333333333333334,0.7444444444444445,0.7931034482758621
7,knn,optimized_full,0.6666666666666666,0.6333333333333333,0.6033057851239669
8,knn,optimized_full,0.8333333333333334,0.8472222222222222,0.7894736842105263
9,knn,optimized_full,0.9166666666666666,0.9206349206349206,0.8956521739130434
10,knn,optimized_full,0.8333333333333334,0.7206349206349207,0.7894736842105263
11,knn,optimized_full,0.75,0.6805555555555555,0.6869565217391305
12,knn,optimized_full,0.5,0.4166666666666667,0.4049586776859504
13,knn,optimized_full,0.75,0.6555555555555556,0.6923076923076923
14,knn,optimized_full,0.5833333333333334,0.5666666666666667,0.5238095238095238
15,knn,optimized_full,0.6666666666666666,0.5611111111111111,0.5897435897435898
16,knn,optimized_full,0.6666666666666666,0.611111111111111,0.5897435897435898
17,knn,optimized_full,0.6666666666666666,0.7055555555555556,0.5966386554621848
18,knn,optimized_full,0.75,0.6317460317460316,0.6896551724137931
19,knn,optimized_full,0.8333333333333334,0.7428571428571429,0.7913043478260869
